Стандартные детали,143,97040001,Игольчатый подшипник,,15*27*16,3.089552239,4.75315729
,144,97030001,Нейлоновая шайба,,"белая нейлоновая шайба, для маятника и др.",0.343283582,0.528128588
,145,DMNSGSM13001,Рулевая труба с рулевой колонкой,,30*52*15.5,22.82835821,35.12055109
,146,GP010003,Шлем XL,,XL,99,
